name, birth_year, genre
Max_Green_(musician) other, 1984, other
Max_Hardberger other, 1948, other
Max_Morath other, 1926, other
Max_Perry other, 1984, other
Max_Simon_Ehrlich other, 1909, other
Max_Simon_Ehrlich science_fiction, 1909, science_fiction
Maxine_Brown_(soul_singer) other, 1939, other
Maxwell_Street_Jimmy_Davis other, 1925, other
Maya_Bond other, 2000, other
Maya_Kaathryn_Bohnhoff science_fiction, 1954, science_fiction
Maya_Kaathryn_Bohnhoff fantasy, 1954, fantasy
Mayer_Hawthorne other, 1979, other
Meg_Gardiner other, 1957, other
Meg_Myers other, 1986, other
Meg_Rosoff other, 1956, other
Meg_Waite_Clayton other, 1959, other
Megan_Abbott other, 1971, other
Megan_Amram other, 1987, other
Megan_McDonald other, 1959, other
Megan_Mullins other, 1987, other
Megan_Redmond other, 1996, other
Meghan_Linsey other, 1985, other
Mel_Bay other, 1913, other
Mel_Tillis other, 1932, other
Melba_Montgomery other, 1938, other
Melinda_Haynes other, 1955, other
Melissa_Bank other, 1961, other
Melissa_Marr other, 1974, other
Melissa_Marr fantasy, 1974, fantasy
Melissa_Schuman other, 1984, other
Melodie_Crittenden other, 1969, other
Melora_Creager other, 1966, other
Melvin_Helitzer other, 1924, other
Memphis_Willie_B. other, 1911, other
Mercer_Mayer other, 1943, other
Meredith_Maran other, 1951, other
Meredith_Sheldon other, 1988, other
Merle_Feld poetry, 1947, poetry
Merle_Feld other, 1947, other
Merle_Kilgore other, 1934, other
Merry_Shannon fantasy, 1979, fantasy
Micah_P._Hinson other, 1981, other
Michael_A._Stackpole other, 1957, other
Michael_A._Stackpole science_fiction, 1957, science_fiction
Michael_A._Stackpole fantasy, 1957, fantasy
Michael_Angelo_Batio other, 1956, other
Michael_Bacon_(musician) other, 1949, other
Michael_Breault other, 1958, other
Michael_Burks other, 1957, other
Michael_C._Ford poetry, 1939, poetry
Michael_Connelly other, 1956, other
Michael_D._C._Drout other, 1968, other
Michael_D._C._Drout science_fiction, 1968, science_fiction
Michael_D._C._Drout fantasy, 1968, fantasy
Michael_Davis_(bassist) other, 1943, other
Michael_DeMaria other, 1962, other
Michael_Dobson_(author) other, 1952, other
Michael_Grant_(author _born_1954) other, 1954, other
Michael_Grant_(crime_writer) other, 1940, other
Michael_Grimm_(musician) other, 1979, other
Michael_Hemmingson other, 1966, other
Michael_Hodges_(writer) other, 1976, other
Michael_Hodges_(writer) science_fiction, 1976, science_fiction
Michael_Hodges_(writer) fantasy, 1976, fantasy
Michael_J._Sullivan_(author) science_fiction, 1961, science_fiction
Michael_J._Sullivan_(author) fantasy, 1961, fantasy
Michael_John_Fles other, 1936, other
Michael_John_Fles poetry, 1936, poetry
Michael_Koryta other, 1982, other
Michael_Leahy_(author) other, 1953, other
Michael_Martin_Murphey other, 1945, other
Michael_McCann_(sports_law) other, 1976, other
Michael_McCollum science_fiction, 1946, science_fiction
Michael_McDowell_(author) other, 1950, other
Michael_Mewshaw other, 1943, other
Michael_O'Donoghue other, 1940, other
Michael_P._Heeney other, 1955, other
Michael_Perkins_(poet) other, 1942, other
Michael_Perkins_(poet) poetry, 1942, poetry
Michael_R._Collings poetry, 1947, poetry
Michael_Sampson other, 1952, other
Michael_Shuman other, 1985, other
Michael_Stewart_(playwright) other, 1924, other
Michael_Stokes other, 1955, other
Michael_Thompson_(guitarist) other, 1954, other
Michael_Vescera other, 1960, other
Michael_Wenberg other, 1956, other
Michaela_Shiloh other, 1992, other
Michele_Dunaway romance, 1965, romance
Michelle_Belanger other, 1973, other
Michelle_Belanger fantasy, 1973, fantasy
Michelle_Bitting poetry, 1964, poetry
Michelle_Embree other, 1972, other
Michelle_Gagnon other, 1971, other
Michelle_Izmaylov science_fiction, 1991, science_fiction
Michelle_Izmaylov fantasy, 1991, fantasy
Michelle_Moran other, 1980, other
Mickael_Korvin poetry, 1957, poetry
Mickey_Factz other, 1985, other
Midnight_(musician) other, 1962, other
Mighty_Mo_Rodgers other, 1942, other
Mighty_Sam_McClain other, 1943, other
Miguel_Méndez poetry, 1930, poetry
Miguel_Méndez other, 1930, other
Mike_Baker_(singer) other, 1963, other
Mike_DiMeo other, 1968, other
Mike_Edison other, 1964, other
Margaret_Stohl other, 1967, other
Margaret_Stohl romance, 1967, romance
Margaret_Stohl fantasy, 1967, fantasy
Margareta_Waterman poetry, 1932, poetry
Margie_Evans other, 1940, other
Margie_Joseph other, 1950, other
Margie_Singleton other, 1935, other
Margo_Jefferson other, 1947, other
Margot_Arnold other, 1925, other
Maria_Brink other, 1977, other
Maria_D'Luz other, 1986, other
Maria_Fadiman other, 1969, other
Maria_Lima other, 1958, other
Maria_Lima fantasy, 1958, fantasy
Marian_Call other, 1982, other
Marianne_Monson other, 1975, other
Marie_Arana other, 1949, other
Marie_Miller other, 1989, other
Mariee_Sioux other, 1985, other
Marijohn_Wilkin other, 1920, other
Marilyn_Jaye_Lewis other, 1960, other
Marion_Worth other, 1935, other
Marion_Zimmer_Bradley science_fiction, 1930, science_fiction
Marion_Zimmer_Bradley fantasy, 1930, fantasy
Marissa_Mishelle other, 1989, other
Marissa_Moss other, 1959, other
Maritta_Wolff other, 1918, other
Marius_Gabriel other, 1954, other
Marius_Gabriel romance, 1954, romance
Mark_Boals other, 1958, other
Mark_Chesnutt other, 1963, other
Mark_Coggins other, 1957, other
Mark_D._Sanders other, 1950, other
Mark_Erelli other, 1974, other
Mark_Gilroy other, 1958, other
Mark_Hallman other, 1951, other
Mark_Harris_(musician) other, 1962, other
Mark_Henry_(novelist) fantasy, 1968, fantasy
Mark_Janicello other, 1962, other
Mark_Kendall_(guitarist) other, 1957, other
Mark_Klein_(singer) other, 1993, other
Mark_L._Van_Name science_fiction, 1955, science_fiction
Mark_Leibovich other, 1965, other
Mark_Matlock other, 1969, other
Mark_McGuinn other, 1968, other
Mark_Nesler other, 1961, other
Mark_O'Brien_(poet) poetry, 1949, poetry
Mark_Roebuck other, 1958, other
Mark_Spiro other, 1957, other
Mark_Teppo other, 1968, other
Mark_Teppo science_fiction, 1968, science_fiction
Mark_Teppo fantasy, 1968, fantasy
Mark_Warford other, 1962, other
Mark_Weston other, 1953, other
Mark_William_Shaw other, 1945, other
Marla_Alupoaicei other, 1974, other
Marnie_Stern other, 1976, other
Marshall_Goodman other, 1971, other
Marshall_Ryan_Maresca fantasy, 1973, fantasy
Marshall_Ulrich other, 1951, other
Martha_Rofheart other, 1917, other
Marti_Leimbach other, 1963, other
Martin_Delray other, 1949, other
Martin_Fierro_(saxophonist) other, 1942, other
Martin_Greenberg science_fiction, 1918, science_fiction
Martin_Pousson poetry, 1966, poetry
Martin_Pousson other, 1966, other
Marty_Brown_(singer) other, 1965, other
Marty_Haggard other, 1958, other
Marty_Raybon other, 1959, other
Marv_Tarplin other, 1941, other
Marvin_Kaye other, 1938, other
Marvin_Kaye science_fiction, 1938, science_fiction
Marvin_Kaye fantasy, 1938, fantasy
Marvin_Rainwater other, 1925, other
Marvin_X poetry, 1944, poetry
MaryJanice_Davidson other, 1969, other
MaryJanice_Davidson romance, 1969, romance
MaryJanice_Davidson fantasy, 1969, fantasy
Mary_Anderson_(author) other, 1939, other
Mary_Bridget_Davies other, 1978, other
Mary_Downing_Hahn other, 1937, other
Mary_Elizabeth_Counselman other, 1911, other
Mary_Elizabeth_Counselman fantasy, 1911, fantasy
Mary_Fahl other, 1958, other
Mary_Hood other, 1946, other
Mary_Jo_Bang poetry, 1946, poetry
Mary_Johnson_(singer) other, 1900, other
Mary_Kay_Zuravleff other, 1960, other
Mary_Lambert_(singer) other, 1989, other
Mary_Louise_Kelly other, 1971, other
Mary_McHenry other, 1933, other
Mary_Roach other, 1959, other
Mary_Robinette_Kowal science_fiction, 1969, science_fiction
Mary_Robinette_Kowal fantasy, 1969, fantasy
Mary_Robison other, 1949, other
Mary_Tate_Engels romance, 1943, romance
Marykate_O'Neil other, 1968, other
Masanori_Mark_Christianson other, 1976, other
Mason_Ruffner other, 1953, other
Mateo_(singer) other, 1986, other
Matt_Bell_(author) other, 1980, other
Matt_Bell_(author) fantasy, 1980, fantasy
Matt_Bronleewe other, 1973, other
Matt_Clark_(writer) other, 1967, other
Matt_Deis other, 1983, other
Matt_Fletcher_(musician) other, 1977, other
Matt_Fox_(musician) other, 1973, other
Matt_Hires other, 1985, other
Matt_Jaffe other, 1995, other
Matt_James_(game_designer) other, 1981, other
Matt_James_(game_designer) science_fiction, 1981, science_fiction
Matt_James_(game_designer) fantasy, 1981, fantasy
Matt_King_(singer) other, 1966, other
Matt_Lucas_(singer) other, 1935, other
Matt_Morris_(musician) other, 1979, other
Matt_Odmark other, 1974, other
Matt_Simons other, 1987, other
Matt_White_(musician) other, 1980, other
Mike_Kaufmann other, 1966, other
Mike_McQuay science_fiction, 1949, science_fiction
Mike_Morgan_(musician) other, 1959, other
Mike_Posner other, 1988, other
Mike_Scala_(artist) other, 1987, other
Mike_Viola other, 1966, other
Mike_Westhues other, 1949, other
Mike_Wilhelm_(musician) other, 1942, other
Mike_Zombie other, 1992, other
Mike_Zwerin other, 1930, other
Mikhail_Horowitz poetry, 1950, poetry
Mikky_Ekko other, 1984, other
Mildred_D._Taylor other, 1943, other
Mildred_Grosberg_Bellin other, 1908, other
Mildred_Savage other, 1919, other
Miles_Benjamin_Anthony_Robinson other, 1982, other
Miles_Mosley other, 1982, other
Millard_Powers other, 1965, other
Milt_Holland other, 1917, other
Milton_A._Rothman science_fiction, 1919, science_fiction
Mina_Caputo other, 1973, other
Ming_(DJ) other, 1972, other
Miriam_Young other, 1913, other
Mishon_Ratliff other, 1993, other
Mistah_F.A.B. other, 1972, other
Mister_G_(children's_performer) other, 1967, other
Mitch_Lucker other, 1984, other
Mitch_Woods other, 1951, other
Mitchell_Torok other, 1929, other
Mo_Beasley poetry, 1967, poetry
Monte_Montgomery other, 1966, other
Monte_Yoho other, 1952, other
Montell_Jordan other, 1968, other
Moogy_Klingman other, 1950, other
Moon_Mullican other, 1909, other
Morgan_Kibby other, 1984, other
Morgan_Llywelyn other, 1937, other
Morgan_Llywelyn fantasy, 1937, fantasy
Morgan_Matson other, 1981, other
Mort_Castle other, 1946, other
Morton_Marcus_(poet) poetry, 1936, poetry
Moses_%22Whispering%22_Smith other, 1932, other
Moshe_Hecht other, 1985, other
Mosie_Lister other, 1921, other
Muhsinah other, 1985, other
Mundo_Earwood other, 1952, other
Mur_Lafferty science_fiction, 1973, science_fiction
Mur_Lafferty fantasy, 1973, fantasy
Murray_Mednick poetry, 1939, poetry
Mya_Rose other, 1979, other
Myron_Butler other, 1974, other
Nan_Ryan romance, 1936, romance
Nancy_Asire science_fiction, 1945, science_fiction
Nancy_Asire fantasy, 1945, fantasy
Nancy_Ezer other, 1947, other
Nancy_Jo_Sales other, 1964, other
Nancy_Pickard other, 1945, other
Nancy_Varian_Berberick fantasy, 1951, fantasy
Nancy_Yi_Fan other, 1993, other
Nanette_Workman other, 1945, other
Naomi_Shihab_Nye poetry, 1952, poetry
Nappy_Brown other, 1929, other
Nash_Candelaria other, 1928, other
Nat_Stuckey other, 1933, other
Nat_Wolff other, 1994, other
Natalia_Zukerman other, 1975, other
Natalie_Hemby other, 1977, other
Natalie_Warner other, 1989, other
Nate_Butler other, 1981, other
Nate_Wood other, 1979, other
Nathalia_Crane poetry, 1913, poetry
Nathalia_Crane fantasy, 1913, fantasy
Nathalie_Handal poetry, 1969, poetry
Nathan_Brown_(poet) poetry, 1965, poetry
Nathan_Max other, 1996, other
Nathan_Moore_(U.S._musician) other, 1970, other
Nathaniel_Motte other, 1984, other
Nathaniel_Rich_(novelist) other, 1980, other
Naturi_Naughton other, 1984, other
Nayer other, 1988, other
Neal_Bascomb other, 1971, other
Neal_Cassady other, 1926, other
Neal_Doughty other, 1946, other
Neal_Thompson other, 1965, other
Ned_Balbo poetry, 1959, poetry
Ned_Cameron other, 1989, other
Ned_Miller other, 1925, other
Neil_Clarke_(editor) science_fiction, 1966, science_fiction
Neil_Clarke_(editor) fantasy, 1966, fantasy
Neil_McMahon other, 1949, other
Neil_Thrasher other, 1963, other
Neilson_Hubbard other, 1972, other
Nell_Bryden other, 1979, other
Nellie_Wong poetry, 1934, poetry
Nelson_Ikon_Wu other, 1919, other
Nic_Kelman other, 1971, other
Nichkhun other, 1988, other
Nicholas_Altobelli other, 1985, other
Nicholas_Schaffner other, 1953, other
Nick_Bernardone other, 1985, other
Nick_Curran other, 1977, other
Nick_DiMartino other, 1946, other
Nick_DiMartino fantasy, 1946, fantasy
Nick_Hexum other, 1970, other
Nick_Waterhouse other, 1986, other
Nicole_Couch other, 1969, other
Nicole_D._Peeler romance, 1978, romance
Nicole_D._Peeler fantasy, 1978, fantasy
Nicole_Willis other, 1963, other
Nictzin_Dyalhis science_fiction, 1907, science_fiction
Nictzin_Dyalhis fantasy, 1907, fantasy
Niia other, 1987, other
Nikhil_Korula other, 1978, other
Nikki_Flores other, 1988, other
Nikki_Jean other, 1983, other
Nikki_Loftin other, 1972, other
Nino_Alejandro other, 1976, other
Nisi_Shawl other, 1955, other
Niykee_Heaton other, 1994, other
Noah_Cicero other, 1980, other
Noah_Gordon_(singer) other, 1971, other
Noam_Weinstein other, 1977, other
Noelle_Scaggs other, 1979, other
Nolan_Porter other, 1949, other
Noname_Gypsy other, 1991, other
Nora_Jane_Struthers other, 1983, other
Nora_Johnson other, 1933, other
Norb_Vonnegut other, 1958, other
Norma_Fox_Mazer other, 1931, other
Norman_A._Fox other, 1911, other
Norman_Bogner other, 1935, other
Norman_Greenbaum other, 1942, other
Norman_L._Richardson other, 1935, other
Norman_Whitfield other, 1940, other
Normand_Poirier other, 1928, other
Norro_Wilson other, 1938, other
Norton_Buffalo other, 1951, other
Novel_(musician) other, 1981, other
N._D._Wilson other, 1978, other
N._K._Jemisin science_fiction, 1972, science_fiction
N._K._Jemisin fantasy, 1972, fantasy
N._Katherine_Hayles other, 1943, other
NOE_(rapper) other, 1978, other
NS_Yoon-G other, 1985, other
Nadeea other, 1986, other
Nadia_Ali other, 1980, other
O._B._McClinton other, 1940, other
OJ_da_Juiceman other, 1981, other
Obie_Trice other, 1977, other
Odell_McLeod other, 1916, other
Olen_Steinhauer other, 1970, other
Olivia_(singer) other, 1981, other
Olivia_Bonilla other, 1992, other
Omar_Tyree other, 1969, other
Ormond_Robbins other, 1910, other
Oscar_Brown other, 1926, other
Otep_Shamaya other, 1979, other
Otis_Taylor_(musician) other, 1948, other
Owen_Biddle_(musician) other, 1977, other
Owen_K.C._Stephens other, 1970, other
Owsley_(musician) other, 1966, other
Patrick_Clifford other, 1966, other
Patrick_D._Smith other, 1927, other
Patrick_Monahan other, 1969, other
Patrick_Park other, 1977, other
Patrick_Rothfuss fantasy, 1973, fantasy
Patrick_Wilson_(musician) other, 1969, other
Patti_Rothberg other, 1972, other
Paul_Adams_(musician) other, 1951, other
Paul_Black_(author) science_fiction, 1957, science_fiction
Paul_Bryan_(musician) other, 1967, other
Paul_Clayton_(folksinger) other, 1931, other
Paul_Cotton_(musician) other, 1943, other
Paul_David_Wilson other, 1952, other
Paul_Durham other, 1969, other
Paul_Edwin_Zimmer poetry, 1943, poetry
Paul_Edwin_Zimmer science_fiction, 1943, science_fiction
Paul_Edwin_Zimmer fantasy, 1943, fantasy
Paul_Evans_(musician) other, 1938, other
Paul_G._Tremblay other, 1971, other
Paul_G._Tremblay science_fiction, 1971, science_fiction
Paul_G._Tremblay fantasy, 1971, fantasy
Paul_Gardner_(journalist) other, 1930, other
Paul_Genesse fantasy, 1973, fantasy
Paul_Jefferson other, 1961, other
Paul_Laurence other, 1958, other
Paul_McDonald_(musician) other, 1984, other
Paul_Morantz other, 1945, other
Paul_O'Neill_(rock_producer) other, 1956, other
Paul_Petrie poetry, 1928, poetry
Paul_Randles other, 1965, other
Paul_Sikes other, 1982, other
Paula_DeAnda other, 1989, other
Paula_Froelich other, 1973, other
Paula_Gosling other, 1939, other
Paula_McLain other, 1965, other
Pearl_Cleage other, 1948, other
Pearl_Schiff other, 1916, other
Pee_Wee_(singer) other, 1988, other
Pee_Wee_King other, 1914, other
Peggy_Santiglia other, 1944, other
Peggy_Webb romance, 1942, romance
Pendleton_Ward other, 1982, other
Pendleton_Ward science_fiction, 1982, science_fiction
Pendleton_Ward fantasy, 1982, fantasy
Pennjamin_Bannekar other, 1984, other
Penny_Mickelbury other, 1948, other
Pepper_MaShay other, 1953, other
Perry_Brass other, 1947, other
Perry_Deane_Young other, 1941, other
Persia_Woolley other, 1935, other
Persia_Woolley fantasy, 1935, fantasy
Pervez_Taufiq other, 1974, other
Pete_Anderson other, 1948, other
Pete_Kilpatrick other, 1982, other
Pete_Mayes other, 1938, other
Pete_Yorn other, 1974, other
Peter_Breinholt other, 1969, other
Peter_Cetera other, 1944, other
Peter_Himmelman other, 1959, other
Peter_King_(sportswriter) other, 1957, other
Peter_M._Shane other, 1952, other
Peter_Mosely other, 1980, other
Peter_Orullian fantasy, 1969, fantasy
Peter_Rabe other, 1921, other
Peter_Salett other, 1969, other
Peter_Scheithauer other, 1965, other
Peter_Sís other, 1949, other
Peter_Telep science_fiction, 1965, science_fiction
Peter_Tieryas other, 1979, other
Peter_Tieryas science_fiction, 1979, science_fiction
Peter_Toh other, 1981, other
Peter_Zizzo other, 1966, other
Phanatik other, 1976, other
Phil_Alvin other, 1953, other
P._D._Eastman other, 1909, other
Pamela_Aidan romance, 1953, romance
Pamela_Burford other, 1954, other
Pamela_Burford romance, 1954, romance
Pamela_Morsi romance, 1951, romance
Pamela_Polland other, 1944, other
Pamela_Wallace romance, 1949, romance
Paolo_Bacigalupi other, 1972, other
Paolo_Bacigalupi science_fiction, 1972, science_fiction
Pat_Boyack other, 1967, other
Pat_DiNizio other, 1955, other
Pat_Donohue other, 1953, other
Pat_Hare other, 1930, other
Pat_The_Bunny_Schneeweis other, 1987, other
Pat_Wictor other, 1966, other
Patricia_Matthews other, 1927, other
Patricia_Matthews romance, 1927, romance
Patricia_Ryan_(author) other, 1954, other
Patricia_Ryan_(author) romance, 1954, romance
Phil_Heywood other, 1954, other
Phil_Phillips other, 1926, other
Phil_Putnam other, 1979, other
Phil_Swisher other, 1963, other
Philip_Lee_Williams poetry, 1950, poetry
Phillip_Ingram other, 1958, other
Phillip_LaRue other, 1981, other
Phillip_Margolin other, 1944, other
Phillip_Mitchell other, 1944, other
Phoebe_Gilman other, 1940, other
Phyllis_Eisenstein science_fiction, 1946, science_fiction
Phyllis_Eisenstein fantasy, 1946, fantasy
Pleasure_P other, 1984, other
Popa_Chubby other, 1960, other
Porcelain_Black other, 1985, other
Porky_Freeman other, 1916, other
Porochista_Khakpour other, 1978, other
Preston_Shannon other, 1947, other
Prince_Markie_Dee other, 1968, other
Priscilla_Ahn other, 1984, other
Prolyfic other, 1981, other
Quin_Ivy other, 1937, other
Quinnes_Parker_(musician) other, 1976, other
Rob_Barrett other, 1969, other
Rob_Crosby other, 1954, other
Rob_Graves other, 1973, other
Rob_Halverson other, 1963, other
Rob_Nicholson_(musician) other, 1969, other
Rob_Nilsson poetry, 1939, poetry
Rob_Sheffield other, 1966, other
Rob_Walker_(journalist) other, 1968, other
Robb_Royer other, 1942, other
Robbie_Branscum other, 1934, other
Robbie_Nevil other, 1958, other
Robby_Takac other, 1964, other
Robert_B._Parker other, 1932, other
Robert_Belfour other, 1940, other
Robert_Bernard_Hass poetry, 1962, poetry
Robert_Blackwell other, 1918, other
Robert_Conley_(music_producer) other, 1973, other
Robert_Curtis_Smith other, 1930, other
Robert_Dana poetry, 1929, poetry
Robert_Don_Hughes other, 1949, other
Robert_Don_Hughes science_fiction, 1949, science_fiction
Robert_Don_Hughes fantasy, 1949, fantasy
Robert_E._Griswold other, 1935, other
Robert_Ealey other, 1925, other
Robert_F._Dorr other, 1939, other
Robert_Fate other, 1935, other
Robert_Flynn_(author) other, 1932, other
Robert_Gregory_Browne other, 1955, other
Robert_J._Kuntz other, 1955, other
Robert_J._Randisi other, 1951, other
Robert_K._Elder other, 1976, other
Robert_Lowell poetry, 1917, poetry
Robert_Munsch other, 1945, other
Robert_Newton_Peck other, 1928, other
Robert_P._Arthur other, 1943, other
Robert_P._Davis other, 1929, other
Robert_Pierre_(musician) other, 1992, other
Robert_Quackenbush other, 1929, other
Robert_Shaw_(blues_musician) other, 1908, other
Robert_Siegel_(author) poetry, 1939, poetry
Robert_Siegel_(author) other, 1939, other
Robert_Sobel other, 1931, other
Robert_Spencer_Carr science_fiction, 1909, science_fiction
Robert_Spencer_Carr fantasy, 1909, fantasy
Robert_Svoboda other, 1953, other
Robert_T._Jeschonek fantasy, 1965, fantasy
Robert_T._Jeschonek other, 1965, other
Robert_T._Jeschonek poetry, 1965, poetry
Robert_T._Jeschonek science_fiction, 1965, science_fiction
Robert_Tan other, 1959, other
Robert_Ward_(blues_musician) other, 1938, other
Robin_Crutchfield other, 1952, other
Robin_Koontz other, 1954, other
Robin_Parrish other, 1975, other
Robin_Williams_(writer) other, 1953, other
Robison_Wells other, 1978, other
Robison_Wells science_fiction, 1978, science_fiction
RoccStar other, 1989, other
Rochelle_Alers romance, 1963, romance
Rockin'_Dave_Allen other, 1941, other
Rockne_S._O'Bannon other, 1964, other
Rockne_S._O'Bannon science_fiction, 1964, science_fiction
Rod_MacDonald other, 1948, other
Roderick_Townley poetry, 1942, poetry
Roderick_Townley other, 1942, other
Rodney_Crowell other, 1950, other
Rodney_Koeneke poetry, 1968, poetry
Roger_Angell other, 1920, other
Roger_E._Moore other, 1955, other
Roger_Rivas other, 1981, other
Roger_Springer other, 1962, other
Roger_Troutman other, 1951, other
Roland_Clark other, 1965, other
Romina_Arena other, 1980, other
Ron_Browz other, 1982, other
Ron_Clark_Ball other, 1959, other
Ron_Currie_Jr. other, 1975, other
Ron_Garmon other, 1960, other
Ron_Holden other, 1939, other
Ron_Terpening other, 1946, other
Ron_Thompson_(blues_guitarist) other, 1953, other
Ronald_Isley other, 1941, other
Ronald_Kelly other, 1959, other
Ronald_Malfi other, 1977, other
Ronald_Ribman other, 1932, other
Ronnie_Baker_Brooks other, 1967, other
Rory_Bourke other, 1942, other
Rosalie_Sorrels other, 1933, other
Rosanne_Kohake romance, 1951, romance
Rose_Falcon other, 1986, other
Rose_Maddox other, 1925, other
Rose_Marie_McCoy other, 1922, other
Rose_Mary_Prosen poetry, 1931, poetry
Rosemary_Rogers romance, 1932, romance
Rowland_Salley other, 1949, other
Roxie_Dean other, 1974, other
Roy_%22Royalty%22_Hamilton other, 1980, other
Roy_C other, 1939, other
Roy_Gaines other, 1934, other
Roy_Head other, 1941, other
Roy_Nichols other, 1932, other
Royal_Wade_Kimes other, 1951, other
RuPaul other, 1960, other
Ruben_De_Fuentes other, 1953, other
Ruby_Altizer_Roberts other, 1907, other
Ruby_Altizer_Roberts poetry, 1907, poetry
Ruby_Smith other, 1903, other
Ruby_Wright_(country_singer) other, 1939, other
Rudi_Protrudi other, 1952, other
Rushton_Moreve other, 1948, other
Russ_Parrish other, 1970, other
Russ_Rankin other, 1968, other
Russell_Davis_(writer) other, 1970, other
Russell_Davis_(writer) science_fiction, 1970, science_fiction
Russell_Hamilton other, 1969, other
Russell_Smith_(singer) other, 1949, other
Rusty_Anderson other, 1959, other
Rusty_York other, 1935, other
Rusty_Zinn other, 1970, other
Ruthie_Collins other, 1984, other
Ryan_David_Jahn other, 1979, other
Ryan_Helm other, 1982, other
Ryan_Star other, 1978, other
Ryan_Tedder other, 1979, other
Ryan_Tyler other, 1973, other
Rye_Rye other, 1990, other
Ramblin'_Thomas other, 1902, other
Randall_Goodgame other, 1974, other
Randy_Houser other, 1975, other
Randy_Meisner other, 1946, other
Randy_Montana other, 1985, other
Randy_Owen other, 1949, other
Randy_Parton other, 1953, other
Randy_Piper other, 1953, other
Randy_Thomas_(musician) other, 1954, other
Raury other, 1996, other
Raven_Oak fantasy, 1977, fantasy
Ray_Dalton other, 1991, other
Ray_Daniel_(author) other, 1962, other
Ray_Kennedy_(country_singer) other, 1954, other
Ray_Parker _Jr. other, 1954, other
Ray_Price_(musician) other, 1926, other
Ray_Sharpe other, 1938, other
Ray_Simpson other, 1954, other
Ray_Singleton other, 1937, other
Ray_Vega_(singer) other, 1961, other
Raymond_A._Palmer science_fiction, 1910, science_fiction
Raymond_Abbott other, 1942, other
Raymond_Kennedy other, 1934, other
Really_Doe other, 1980, other
Reba_White_Williams other, 1936, other
Rebecca_Brandewyne romance, 1955, romance
Rebecca_Fjelland_Davis other, 1956, other
Rebecca_Martin other, 1969, other
Rebecca_Pawel other, 1977, other
Rebecca_Rippy other, 1977, other
Rebecca_Winters romance, 1940, romance
Red_Murrell other, 1921, other
Red_Steagall other, 1938, other
Redd_Stewart other, 1923, other
Redmond_A._Simonsen other, 1942, other
Ree_Drummond other, 1969, other
Reeve_Carney other, 1983, other
Regie_Hamm other, 1967, other
Rell_(singer) other, 1976, other
Remi_Kanazi other, 1981, other
Remi_Kanazi poetry, 1981, poetry
Renate_Stendhal other, 1944, other
Renee_Sands other, 1974, other
Reneé_Austin other, 1966, other
René_Marie other, 1955, other
Reverend_Billy_C._Wirtz other, 1954, other
Rex_Garvin other, 1940, other
Reynaldo_Anzaldua_Jr. other, 1970, other
Rhondi_A._Vilott_Salsitz fantasy, 1949, fantasy
Ric_Meyers other, 1953, other
Ricardo_Nazario_y_Colón poetry, 1967, poetry
Rich_Brightman other, 1990, other
Rich_McCready other, 1970, other
Richard_A._Knaak fantasy, 1961, fantasy
Richard_Baluyut other, 1966, other
Richard_Bronson other, 1941, other
Richard_Dean_Starr other, 1968, other
Richard_Dean_Starr science_fiction, 1968, science_fiction
Richard_Dean_Starr fantasy, 1968, fantasy
Richard_Due other, 1964, other
Richard_Due fantasy, 1964, fantasy
Richard_Fagan other, 1947, other
Richard_Foerster poetry, 1949, poetry
Richard_J._Kaufman other, 1958, other
Richard_Kenney_(poet) poetry, 1948, poetry
Richard_L._Tierney other, 1936, other
Richard_L._Tierney poetry, 1936, poetry
Richard_L._Tierney fantasy, 1936, fantasy
Richard_Lipez other, 1938, other
Richard_M._Dolan other, 1962, other
Richard_Marx other, 1963, other
Richard_McCann other, 1949, other
Richard_McCann poetry, 1949, poetry
Richard_Melo other, 1968, other
Richard_Michelson other, 1953, other
Richard_Nelson_(author) other, 1941, other
Richard_Purtill fantasy, 1931, fantasy
Richard_Reames other, 1957, other
Richard_Russell_(Dow_Theory) other, 1924, other
Richard_S._Wheeler other, 1935, other
Richard_Shelton_(writer) poetry, 1933, poetry
Richard_Swift_(singer-songwriter) other, 1977, other
Richard_Vetere poetry, 1952, poetry
Richard_Yarborough other, 1951, other
Richelle_Mead other, 1976, other
Richelle_Mead fantasy, 1976, fantasy
Richie_Hayward other, 1946, other
Richie_McDonald other, 1962, other
Rick_Cua other, 1948, other
Rick_Hautala other, 1949, other
Rick_Holmstrom other, 1965, other
Rick_Hunolt other, 1963, other
Rick_Moses other, 1952, other
Rick_Seibold other, 1983, other
Rick_Wilber science_fiction, 1948, science_fiction
Rick_Wilber fantasy, 1948, fantasy
Ricky_Laureano other, 1969, other
Ricky_Lynn_Gregg other, 1959, other
Ricky_Van_Shelton other, 1952, other
Rikki_Ducornet poetry, 1949, poetry
Rissi_Palmer other, 1981, other
Rita_Abrams other, 1943, other
Rita_Clay_Estrada romance, 1941, romance
Rita_Gallagher other, 1921, other
Rivers_Rutherford other, 1967, other
Rives_(poet) poetry, 1968, poetry
R.C._Bannon other, 1945, other
R.O.E. other, 1987, other
R.W._Hampton other, 1957, other
RAS_(musician) other, 1986, other
RJD2 other, 1976, other
RJ_Tolson other, 1993, other
RJ_Tolson fantasy, 1993, fantasy
Rachael_Cantu other, 1981, other
Rachel_Aukes other, 1972, other
Rachel_Aukes science_fiction, 1972, science_fiction
